../finalset/emailemail813.txt,1
../finalset/emailemail814.txt,0
../finalset/emailemail815.txt,0
../finalset/emailemail816.txt,0
../finalset/emailemail817.txt,0
../finalset/emailemail818.txt,0
../finalset/emailemail819.txt,0
../finalset/emailemail820.txt,0
../finalset/emailemail821.txt,0
../finalset/emailemail822.txt,1
../finalset/emailemail823.txt,0
../finalset/emailemail824.txt,0
../finalset/emailemail825.txt,0
../finalset/emailemail826.txt,0
../finalset/emailemail827.txt,1
../finalset/emailemail828.txt,0
../finalset/emailemail829.txt,0
../finalset/emailemail830.txt,0
../finalset/emailemail831.txt,0
../finalset/emailemail832.txt,0
../finalset/emailemail833.txt,1
../finalset/emailemail834.txt,0
../finalset/emailemail835.txt,1
../finalset/emailemail836.txt,0
../finalset/emailemail837.txt,1
../finalset/emailemail838.txt,1
../finalset/emailemail839.txt,0
../finalset/emailemail840.txt,0
../finalset/emailemail841.txt,0
../finalset/emailemail842.txt,0
../finalset/emailemail843.txt,0
../finalset/emailemail844.txt,0
../finalset/emailemail845.txt,0
../finalset/emailemail846.txt,0
../finalset/emailemail847.txt,0
../finalset/emailemail848.txt,0
../finalset/emailemail849.txt,0
../finalset/emailemail850.txt,0
../finalset/emailemail851.txt,1
../finalset/emailemail852.txt,1
../finalset/emailemail853.txt,0
../finalset/emailemail854.txt,1
../finalset/emailemail855.txt,1
../finalset/emailemail856.txt,1
../finalset/emailemail857.txt,0
../finalset/emailemail858.txt,1
../finalset/emailemail859.txt,0
../finalset/emailemail860.txt,0
../finalset/emailemail861.txt,0
../finalset/emailemail862.txt,0
../finalset/emailemail863.txt,0
../finalset/emailemail864.txt,0
../finalset/emailemail865.txt,0
../finalset/emailemail866.txt,0
../finalset/emailemail867.txt,0
../finalset/emailemail868.txt,0
../finalset/emailemail869.txt,0
../finalset/emailemail870.txt,0
../finalset/emailemail871.txt,0
../finalset/emailemail872.txt,1
../finalset/emailemail873.txt,0
../finalset/emailemail874.txt,0
../finalset/emailemail875.txt,0
../finalset/emailemail876.txt,0
../finalset/emailemail877.txt,1
../finalset/emailemail878.txt,1
../finalset/emailemail879.txt,0
../finalset/emailemail880.txt,0
../finalset/emailemail881.txt,0
../finalset/emailemail882.txt,0
../finalset/emailemail883.txt,0
../finalset/emailemail884.txt,0
../finalset/emailemail885.txt,0
../finalset/emailemail886.txt,0
../finalset/emailemail887.txt,0
../finalset/emailemail888.txt,0
../finalset/emailemail889.txt,0
../finalset/emailemail890.txt,0
../finalset/emailemail891.txt,1
../finalset/emailemail892.txt,0
../finalset/emailemail893.txt,1
../finalset/emailemail894.txt,0
../finalset/emailemail895.txt,0
../finalset/emailemail896.txt,0
../finalset/emailemail897.txt,0
../finalset/emailemail898.txt,0
../finalset/emailemail899.txt,1
../finalset/emailemail900.txt,1
../finalset/emailemail901.txt,1
../finalset/emailemail902.txt,1
../finalset/emailemail903.txt,0
../finalset/emailemail904.txt,0
../finalset/emailemail905.txt,0
../finalset/emailemail906.txt,1
../finalset/emailemail907.txt,1
../finalset/emailemail908.txt,1
../finalset/emailemail909.txt,0
../finalset/emailemail910.txt,1
../finalset/emailemail911.txt,0
../finalset/emailemail912.txt,0
