../finalset/emailemail1.txt,0
../finalset/emailemail2.txt,0
../finalset/emailemail3.txt,0
../finalset/emailemail4.txt,1
../finalset/emailemail5.txt,0
../finalset/emailemail6.txt,0
../finalset/emailemail7.txt,0
../finalset/emailemail8.txt,0
../finalset/emailemail9.txt,0
../finalset/emailemail10.txt,0
../finalset/emailemail11.txt,0
../finalset/emailemail12.txt,1
../finalset/emailemail13.txt,0
../finalset/emailemail14.txt,0
../finalset/emailemail15.txt,0
../finalset/emailemail16.txt,0
../finalset/emailemail17.txt,0
../finalset/emailemail18.txt,0
../finalset/emailemail19.txt,0
../finalset/emailemail20.txt,0
../finalset/emailemail21.txt,0
../finalset/emailemail22.txt,0
../finalset/emailemail23.txt,1
../finalset/emailemail24.txt,0
../finalset/emailemail25.txt,0
../finalset/emailemail26.txt,0
../finalset/emailemail27.txt,1
../finalset/emailemail28.txt,1
../finalset/emailemail29.txt,0
../finalset/emailemail30.txt,1
../finalset/emailemail31.txt,0
../finalset/emailemail32.txt,0
../finalset/emailemail33.txt,0
../finalset/emailemail34.txt,0
../finalset/emailemail35.txt,0
../finalset/emailemail36.txt,1
../finalset/emailemail37.txt,1
../finalset/emailemail38.txt,0
../finalset/emailemail39.txt,0
../finalset/emailemail40.txt,1
../finalset/emailemail41.txt,0
../finalset/emailemail42.txt,0
../finalset/emailemail43.txt,0
../finalset/emailemail44.txt,0
../finalset/emailemail45.txt,0
../finalset/emailemail46.txt,0
../finalset/emailemail47.txt,1
../finalset/emailemail48.txt,0
../finalset/emailemail49.txt,0
../finalset/emailemail50.txt,0
../finalset/emailemail51.txt,0
../finalset/emailemail52.txt,0
../finalset/emailemail53.txt,1
../finalset/emailemail54.txt,0
../finalset/emailemail55.txt,1
../finalset/emailemail56.txt,0
../finalset/emailemail57.txt,1
../finalset/emailemail58.txt,0
../finalset/emailemail59.txt,0
../finalset/emailemail60.txt,1
../finalset/emailemail61.txt,0
../finalset/emailemail62.txt,0
../finalset/emailemail63.txt,0
../finalset/emailemail64.txt,0
../finalset/emailemail65.txt,0
../finalset/emailemail66.txt,1
../finalset/emailemail67.txt,0
../finalset/emailemail68.txt,0
../finalset/emailemail69.txt,0
../finalset/emailemail70.txt,0
